Type,ID,Points,Question,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,Explanation
MC,629645,"","
<p>Suppose you are writing a Java program to be used to manage information about the inventory in a store. The store&rsquo;s products include pagers, cell phones, and cameras. The cell phones are used for both communication and taking pictures, the pagers are only used for communication, and the cameras are used for taking pictures.</p>
<p>Assume that a <code>Product</code> class has been defined. Which of the following is the best way to represent the remaining data?</p>
",B,<p>Define two subclasses of the <code>Product</code> class: <code>Communicator</code> and <code>PictureTaker</code>. Define two subclasses of the <code>Communicator</code> class: <code>Pager</code> and <code>CellPhone</code>; and define two subclasses of the <code>PictureTaker</code> class: <code>CellPhone</code> and <code>Camera</code>.</p>,"<p>Define three subclasses of the <code>Product</code> class: <code>Pager</code>, <code>CellPhone</code> and <code>Camera</code>. Also define two interfaces: <code>Communicator</code> and <code>PictureTaker</code>. Define the <code>Pager</code> and <code>CellPhone</code> classes to implement the <code>Communicator</code> interface, and define the <code>CellPhone</code> and <code>Camera</code> classes to implement the <code>PictureTaker</code> interface.</p>","<p>Define five new classes, not related to the <code>Product</code> class: <code>Pager<span style=""font-family: arial, helvetica, sans-serif;"">,</span></code> CellPhone<span style=""font-family: arial, helvetica, sans-serif;"">, Camera<span style=""font-family: arial, helvetica, sans-serif;"">, Communicator<span style=""font-family: arial, helvetica, sans-serif;"">, and PictureTaker.</span></span></span></p>","<p>Define five subclasses of the <code>Product</code> class: <code>Pager<span style=""font-family: arial, helvetica, sans-serif;"">,</span></code> CellPhone<span style=""font-family: arial, helvetica, sans-serif;"">, Camera<span style=""font-family: arial, helvetica, sans-serif;"">, Communicator<span style=""font-family: arial, helvetica, sans-serif;"">, and PictureTaker.</span></span></span></p>","<p>Define two subclasses of the <code>Product</code> class: <code>Communicator</code> and <code>PictureTaker</code>. Also define three interfaces: <code>Pager<span style=""font-family: arial, helvetica, sans-serif;"">,</span></code> CellPhone<span style=""font-family: arial, helvetica, sans-serif;"">, and Camera. Define the <code>Communicator</code> class to implement the <code>Pager</code> and <code>CellPhone</code> interfaces, and define the <code>PictureTaker</code> class to implement the <code>CellPhone</code> and <code>Camera</code> interfaces.</span></p>","","","","","","
<p>Answer A is the easiest to rule out -- it gives&nbsp;<code>CellPhone</code> two superclasses, which is not permitted in Java.</p>
<p>C is not the best choice because it doesn't capture the relationships among the various items. D captures some of the relationships but not all (for example, it's missing the relationship between <code>PictureTaker&nbsp;</code>and <code>Camera</code>).</p>
<p>Answers B and E are very similar -- they focus on the question of which items should be modeled by interfaces and which by classes. B is a better choice for several reasons. Pagers, phones, and cameras all have both behaviors and data -- for example, the list of phone messages for a phone and the ability to take pictures for both phones and cameras -- while PictureTaker and Communicator correspond to behaviors. In addition, defining PictureTaker as an interface allows us to capture the fact that a cell phone is a product, a picture taker, *and* a communicator.&nbsp;</p>
"
MC,632075,"","
<p>Consider the following short program, which does not meet all institutional coding standards:</p>
<p>void vCodeString(char szText[ ]); /* First line */</p>
<p>#include &lt;stdio.h&gt;</p>
<p>#include &lt;string.h&gt;</p>
<p>#define MAX_LEN 12</p>
<p>int main(void)</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; char szData[MAX_LEN];</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; printf(""Enter some text to code: "");</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; scanf(""%s"", szData);</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; vCodeString(szData); /* Line 8 */</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; printf(""Coded string is %s\n"", szData);</p>
<p>}</p>
<p>void vCodeString(char szText[ ])</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; int i = -1;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; while(szText[++i])</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; {</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; szText[i] += (char)2;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; }</p>
<p>}</p>
<p>I would like to combine lines 8 and 9 into</p>
<p>printf(""Coded string is %s\n"", vCodeString(szData));</p>
<p>Unfortunately, this gives me a syntax error. Why?</p>
",E,"
<p>The %s should be replaced by %c.</p>
","
<p>The parameter to vCodeString should be szText</p>
","
<p>The parameter to vCodeString should be shown as szData[ ].</p>
","
<p>&nbsp;printf can only match %s to a variable, not to a function.</p>
",<p>vCodeString does not return a value.</p>,"","","","","",<p>The printf function cannot take as a parameter a function which does not return a value</p>
MC,635015,"",<p>The binary value 11011101 when coverted into a decimal value from two's complement notation is:</p>,A,<p>-35</p>,<p>35</p>,<p>221</p>,<p>-221</p>,<p>-33</p>,"","","","","","<p>Conversion of negative numbers in two's complement into decimal requires a bit flip, followed by the binary addition of 1. &nbsp;This value is then interpreted as an unsigned binary value.</p>"
MC,632068,"","
<p>Note draft only topics and explanation tba</p>
<p>Consider the following short program:</p>
<p>#include &lt;stdio.h&gt;</p>
<p>void f1(void);</p>
<p>int a;</p>
<p>void main(void)</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; int b;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; a = b = 1;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; f1();</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; printf(""%d %d"", a, b);</p>
<p>}</p>
<p>void f1(void)</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; int b = 3;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; a = b;</p>
<p>}</p>
<p>The output from the print statement will be:</p>
",C,<p>1 1</p>,<p>1 3</p>,<p>3 1</p>,<p>3 3</p>,<p>3 5</p>,"","","","","",<p>Explanation to be completed</p>
MC,633240,"",<p>Finding the minimum value in a complete and&nbsp;balanced binary search tree is</p>,B,<p>O(1)</p>,<p>O(log N)</p>,<p>O(N)</p>,<p>O(N<sup>2</sup>)</p>,<p>O(N log N)</p>,"","","","","","<p>The minimum is the root's left-most descendent, which can be reached in log N steps.</p>"
MC,634971,"",<p>An interface in Java can appropriately be used to model</p>,B,<p>Abstract classes</p>,<p>Unrelated classes that share particular capabilities</p>,<p>Related classes that share particular attributes</p>,<p>Classes that communicate using the same network protocol</p>,<p>None of the above</p>,"","","","","","<p>Interfaces allow us to specify common capabilities in unrelated classes: a way to say that two classes have the same methods without specifying the implementation (and allowing completely different implementations).&nbsp; For closely related classes (near each other in inheritance hierarchy) we can get common capabilities by having them in a common ancestor.&nbsp; Abstract classes provide a method to specify common capabilities via inheritance.&nbsp; Interfaces cannot be used to specify that two classes share a set of attributes (i.e. instance variables), which can be done by having classes inherit from a common ancestor with those attributes.</p>"
MC,629971,"","<p>Suppose you are defining a Java&nbsp;<code>ProductItem</code> class to store information about the inventory in a store, and you want to give the class an instance variable for the number of those items currently in stock. Choose the best datatype for modeling this number:</p>",C,<code>double</code>,<code>float</code>,<code>int</code>,<p>a user-defined <code>NumberInStock</code> class</p>,<code>String</code>,"","","","","","
<p>A and B are wrong because you want to model an integer, not a floating point number.</p>
<p>E is wrong because you probably want to use this number for adding and subtracting, not just for display.&nbsp;</p>
<p>D is less good than C, because the built-in operations on ints will most likely be sufficient for the purposes of this variable.&nbsp;</p>
"
MC,633256,"","
<p>Suppose you have a tree with a maximum depth of d and an average branching factor of b (i.e. each node has b children).&nbsp; You are searching for a particular node S located at depth m (m &lt;= d).&nbsp; You don't know where the node S is located, just that it is at depth m.</p>
<p>What is an upper bound on the runtime complexity of breadth-first search (i.e. big-O notation) to find the node S starting from the root?</p>
",B,<p>O(d * b)</p>,<p>O(b<sup>d</sup>)</p>,<p>O(d<sup>b</sup>)</p>,<p>O(b * m)</p>,<p>O(b<sup>m</sup>)</p>,"","","","","","
<p>In the worst-case, you would keep choosing sub-tree containing S last, and have to keep searching.&nbsp; Thus the worst-case is O(b<sup>d</sup>).</p>
<p>The following picture may help:</p>
<p><img src=""img/9.png"" alt="""" width=""579"" height=""436""></p>
"
MC,633604,"","
<p>What wil the following code print, assuming that N is a positive integer?</p>
<pre lang=""text/x-java"">int count=0;
for (int i=0; i&lt;<strong>N</strong>; i++) {
   if (i % 2 == 0) {
      count++;
   }
}
System.out.println(count);
</pre>
",D,<p>N</p>,<p>N/2</p>,"
<p>N/2+1</p>
",<p>(N+1)/2</p>,<p>0 (i.e. the loop body never executes)</p>,"","","","","","<p>If N is even, for example N=12, N/2 works.&nbsp; However, suppose N is odd, for example N=13.&nbsp; Here the result should be 7, which is (N+1)/2.&nbsp; However, for N=12, (N+1)/2 also works.&nbsp; (N+1)/2 works for all positive integer.</p>"
MC,634906,"",<p>Two algorithms accomplish the same task on a collection of N items. Algorithm A performs (N/2)<sup>3</sup> operations. Algorithm B performs N<sup>2</sup> operations. Under what conditions does algorithm A offer strictly better performance?</p>,A,<p>N &lt;= 7</p>,<p>N &lt;= 8</p>,<p>N &gt; 8</p>,<p>For all N</p>,<p>For no N</p>,"","","","","","<p>For N &lt;= 7, (N/2)<sup>3</sup> &lt; N<sup>2</sup>.</p>"
MC,632474,"","
<p>Identify the bug in the following Java code (if any):</p>
<p><br><code>public boolean search(T item,ListADT&lt;T&gt; list){ // 1</code></p>
<pre lang=""text/x-java"">   if (list == null) // 2
      return false; // 3
   else if (list.first()==item) // 4
      return true; // 5
   else // 6
      return this.search(item, list.rest()); // 7
} // 8
</pre>
",D,<p>There is no base case</p>,<p>The problem is not self-similar</p>,<p>The problem does not get&nbsp;smaller</p>,<p>There are no bugs</p>,<p>None of the above</p>,"","","","","","
<p>For a recursive solution to a problem, you need three things:<br>(1) a base case (where the problem can be solved without recursion)<br>(2) a self-similar problem (one that contains similar problem(s) to itself)<br>(3) a way of making the problem smaller so you get closer to the base case</p>
<p>Here (2) is satisfied -- lists contain smaller lists. (1) is satisfied by lines 2-5 of the method. And (3) is satisfied because line 7's recursive call takes the rest of the list as a parameter, rather than the whole list.</p>
"
MC,634918,"",<p>Suppose QueueADT is implemented using a singly linked list. What is the lowest Big-Oh time complexity that can be achieved for an enqueue&nbsp;method?:</p>,A,<p>O(1)</p>,<p>O(log<sub>2</sub> n)</p>,<p>O(n)</p>,<p>O(n<sup>2</sup>)</p>,<p>none of the above</p>,"","","","","","<p>If you keep a pointer to the last element of the queue, then the enqueue method just needs a fixed number of statements, which are the same independent of the size of the queue.&nbsp;</p>"
MC,633554,"",<p>What terminates a failed linear probe in a full hashtable?</p>,E,<p>The end of the array</p>,<p>A deleted node</p>,<p>A null entry</p>,<p>A node with a non-matching key</p>,<p>Revisiting the original hash index</p>,"","","","","","<p>A null entry will not appear in a full hashtable. Seeing the end of the array isn't correct, since we need to examine all elements, including those that appear before our original hash index. A node with a non-matching key is what started our probe in the first place. The purpose of leaving a deleted node in the table is so that probing may proceed past it.&nbsp;Revisiting the original hash index means we've looked at every entry and determined the item doesn't appear in the table.</p>"
MC,632810,"",<p>Which of the following assertions is <em>incorrect</em>?</p>,A,<p>A Python statement may return a value</p>,"
<p>A Python expression may return a value</p>
",<p>A Python statement may produce a side effect</p>,<p>A Python expression may produce a side effect</p>,"<p>None of the above (i.e., all are correct)</p>","","","","","","
<p>Basically, a statement in Python is a special kind of function that doesn't return a value.&nbsp; Statements are things like <code>print</code> (in Python 2.x but not Python 3) and <code>import</code>.</p>
<p>I think this is not a great question to put on a CS-1 exam beacuse it relies on terminology (statement, expression, side-effect) that doesn't really mean much until CS-2 or later.</p>
"
MC,633665,"","
<p>Consider the following class for a Ninja:</p>
<pre lang=""text/x-java"">public class Ninja {
  private int honor;
  public Ninja(int h) {
   this.honor=h;
  }
}
</pre>
<p>&nbsp;</p>
<p>Suppose we instantiate two Ninjas like this:</p>
<pre lang=""text/x-java"">Ninja n1=new Ninja(50);
Ninja n2=new Ninja(50);
</pre>
<p>&nbsp;</p>
<p>Is the following statement True, False, or It Depends:</p>
<p>n1 == n2</p>
",B,<p>True</p>,<p>False</p>,"
<p>It depends</p>
<p>(Note:&nbsp; Be ready to explain what it depends upon during the discussion phase of this question)</p>
",,,"","","","","","
<p>These two references are not equal because they reference different instances.</p>
<p><img src=""img/10.png"" alt="""" width=""523"" height=""261""></p>
"
MC,634189,"",<p>What is<strong> not</strong> a property of a max-heap?</p>,C,<p>It is complete</p>,<p>A node&rsquo;s value is less than or equal to that of its parent</p>,<p>Its values are sorted in when printed in level order</p>,<p>Its root is the maximum element in the tree</p>,,"","","","","",<p>A max-heap need not be sorted.</p>
MC,633882,"",<p>Barack Obama wants to know the most efficient way to sort a million 32-bit integers. He knows it&rsquo;s not bubble sort. What is?</p>,D,<p>Heapsort</p>,<p>Insertion sort</p>,<p>Mergesort</p>,<p>Radix sort</p>,<p>Quicksort</p>,"","","","","","
<p>Radix sort will be O(n) and works nicely on integers; at such a large scale it will outperform the O(nlgn) sorting algorithms.</p>
<p>(question is a reference to http://www.youtube.com/watch?v=k4RRi_ntQc8 )</p>
"
MC,634250,"","
<p>Read the following method skeleton and choose the best expression to fill in the blank on <strong>line 2</strong> so that the method will behave correctly:</p>
<pre lang=""text/x-java"">/**
* Takes a string reference and counts the number of times
* the character 'A' or 'a' appears in the string object.
* @param aString   String reference to object containing chars.
* @precondition    aString is not null (you may assume this is true).
* @return          The number of times 'A' or 'a' appears in the string.
*/
public static int countAs(String aString)  // line 1
{
    int counter = __________;              // line 2
    int totalA = 0;                        // line 3
    while (counter &lt; __________)           // line 4
    {
        if ( __________.equals(""A"") )      // line 5
        {
            totalA = totalA + __________;  // line 6
        }
        counter++;                         // line 7
    }
    return __________;                     // line 8
}
</pre>
",A,<p>0</p>,<p>1</p>,<p>aString.size()</p>,<p>aString.length</p>,<p>aString.length() - 1</p>,"","","","","","<p>This method must examine each character in the given string to see if it is 'A' or 'a', and uses a loop to do so. &nbsp;The variable <code>counter</code> is being used as a loop index, and by imagining what will fill in other blanks, is also being used to keep track of the position of the current character in the string that is being examined. &nbsp;Since line 7 methodically increases <code>counter</code> on each loop iteration, it must be traversing left-to-right through the string, so zero is the best choice for its initial value.</p>"
